	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	diagnostic_odds_ratio	accuracy	informedness	f1_score	markedness	threat_score	specificity	recall	false_omission_rate	miss_rate	fall_out	negative_predictive_value	prevalence	precision	false_discovery_rate	prevalence_threshold	balanced_accuracy	positive_likelyhood_ratio	matthews_correlation_coefficient	fowlkes_mallows_index	negative_likelyhood_ratio	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
1	test	0.1288612562635842	1.0	True	False	0.556257911518291	0.46070495658802313	-0.07859008682395374	0.18628772803380292	-0.14418248612442386	0.1027107391360667	0.797946065034302	0.12346384814174428	0.523466981623071	0.8765361518582557	0.202053934965698	0.47653301837692896	0.5	0.3792844954986471	0.6207155045013528	0.5612639071244407	0.46070495658802313	0.6110440173446972	-0.10644864537894308	0.2163976047805591	1.098490474817462	0.5027329665796424	0.46860874256912366	0.07850980758666992	0.16268420219421387	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	7.483354091644287	0.9691638946533203	1.6927719116210938e-05	4.0531158447265625e-06	DeepWalk SkipGram	126	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5485111481895923	0.459732245499983	-0.08053550900003414	0.18522114196124612	-0.1475134917101104	0.10206265140283599	0.7966471038451169	0.12281738715484893	0.5240572586915473	0.8771826128451511	0.20335289615488306	0.4759427413084527	0.5	0.3765437669814368	0.6234562330185631	0.5626987627082201	0.45973224549998293	0.6039618292984894	-0.10899575284957694	0.21504911441367142	1.101093079496956	0.5042522039345785	0.4689140897941931	0.10325169563293457	0.19213390350341797	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.30365514755249	0.9523801803588867	2.09808349609375e-05	3.337860107421875e-06	DeepWalk SkipGram	168	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.5493472216878321	0.4598718091732203	-0.08025638165355942	0.18518064052447983	-0.14715064556334045	0.10203805660195113	0.7969909085838586	0.12275270976258204	0.5239680296716629	0.877247290237418	0.20300909141614143	0.4760319703283371	0.5	0.3768173841083225	0.6231826158916776	0.562555378298967	0.4598718091732203	0.6046660713876869	-0.10867280419175304	0.21507058140281368	1.1006992436038747	0.5025641594964694	0.46836243256387566	0.10325169563293457	0.19213390350341797	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.30365514755249	0.9523801803588867	2.09808349609375e-05	3.337860107421875e-06	DeepWalk SkipGram	168	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5485111481895923	0.459732245499983	-0.08053550900003414	0.18522114196124612	-0.1475134917101104	0.10206265140283599	0.7966471038451169	0.12281738715484893	0.5240572586915473	0.8771826128451511	0.20335289615488306	0.4759427413084527	0.5	0.3765437669814368	0.6234562330185631	0.5626987627082201	0.45973224549998293	0.6039618292984894	-0.10899575284957694	0.21504911441367142	1.101093079496956	0.5042521994050034	0.468914087667186	0.07922887802124023	0.163848876953125	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.30365514755249	0.9523801803588867	2.09808349609375e-05	3.337860107421875e-06	DeepWalk SkipGram	168	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.5493472216878321	0.4598718091732203	-0.08025638165355942	0.18518064052447983	-0.14715064556334045	0.10203805660195113	0.7969909085838586	0.12275270976258204	0.5239680296716629	0.877247290237418	0.20300909141614143	0.4760319703283371	0.5	0.3768173841083225	0.6231826158916776	0.562555378298967	0.4598718091732203	0.6046660713876869	-0.10867280419175304	0.21507058140281368	1.1006992436038747	0.5025641636011462	0.46836243227873636	0.07922887802124023	0.163848876953125	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.30365514755249	0.9523801803588867	2.09808349609375e-05	3.337860107421875e-06	DeepWalk SkipGram	168	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5681298832892844	0.4614702018151902	-0.07705959636961957	0.19134944051758884	-0.13917914797291375	0.10579679945049644	0.7955091239801563	0.1274312796502242	0.5230983214097464	0.8725687203497758	0.20449087601984373	0.47690167859025356	0.5	0.3839191734368327	0.6160808265631673	0.5588443084417569	0.4614702018151902	0.6231636449044226	-0.10356200541637017	0.22118614683861182	1.096868274727094	0.5042454987839331	0.4690678230582973	0.10096478462219238	0.1874523162841797	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.281425952911377	0.949091911315918	6.9141387939453125e-06	1.430511474609375e-06	DeepWalk SkipGram	210	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.571529368190022	0.4618425455965196	-0.07631490880696079	0.19205124716078587	-0.13775595957115405	0.10622604587612751	0.795763846282559	0.12792124491048024	0.5228783305883238	0.8720787550895197	0.20423615371744097	0.4771216694116762	0.5	0.38512237101716973	0.6148776289828303	0.5582175192892471	0.4618425455965196	0.6263398648187344	-0.10253210956713993	0.22195795354839665	1.095901452627521	0.5029078258306354	0.46872348967171823	0.10096478462219238	0.1874523162841797	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.281425952911377	0.949091911315918	6.9141387939453125e-06	1.430511474609375e-06	DeepWalk SkipGram	210	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5681298832892844	0.4614702018151902	-0.07705959636961957	0.19134944051758884	-0.13917914797291375	0.10579679945049644	0.7955091239801563	0.1274312796502242	0.5230983214097464	0.8725687203497758	0.20449087601984373	0.47690167859025356	0.5	0.3839191734368327	0.6160808265631673	0.5588443084417569	0.4614702018151902	0.6231636449044226	-0.10356200541637017	0.22118614683861182	1.096868274727094	0.5042455025231728	0.46906782452030843	0.07816696166992188	0.15975284576416016	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.281425952911377	0.949091911315918	6.9141387939453125e-06	1.430511474609375e-06	DeepWalk SkipGram	210	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.571529368190022	0.4618425455965196	-0.07631490880696079	0.19205124716078587	-0.13775595957115405	0.10622604587612751	0.795763846282559	0.12792124491048024	0.5228783305883238	0.8720787550895197	0.20423615371744097	0.4771216694116762	0.5	0.38512237101716973	0.6148776289828303	0.5582175192892471	0.4618425455965196	0.6263398648187344	-0.10253210956713993	0.22195795354839665	1.095901452627521	0.5029078380312473	0.4687234948172052	0.07816696166992188	0.15975284576416016	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.281425952911377	0.949091911315918	6.9141387939453125e-06	1.430511474609375e-06	DeepWalk SkipGram	210	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5442302641061202	0.4581379891609161	-0.08372402167816784	0.18939192892877466	-0.14941792247039043	0.1046012839303887	0.7896743626847958	0.1266016156370363	0.5251714850798898	0.8733983843629637	0.21032563731520415	0.47482851492011025	0.5	0.3757535626094994	0.6242464373905006	0.5631130290407116	0.4581379891609161	0.6019314490287507	-0.11184752737552031	0.21810779011244624	1.1060234770615023	0.5052408631771111	0.46893931680719547	0.09182620048522949	0.18321490287780762	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.119093894958496	0.9371693134307861	4.291534423828125e-06	1.430511474609375e-06	DeepWalk SkipGram	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.5385229536774192	0.45732472530537116	-0.08535054938925768	0.18885430633810155	-0.15191866793643483	0.10427339280268667	0.7883015412646178	0.12634790934612453	0.5256777769698461	0.8736520906538755	0.21169845873538218	0.4743222230301539	0.5	0.37375910903341125	0.6262408909665887	0.5641597810591867	0.45732472530537116	0.596829613691502	-0.11386984574881498	0.2173101056680101	1.1082714480709193	0.5014475231945343	0.46694835793286826	0.09182620048522949	0.18321490287780762	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.119093894958496	0.9371693134307861	4.291534423828125e-06	1.430511474609375e-06	DeepWalk SkipGram	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5442302641061202	0.4581379891609161	-0.08372402167816784	0.18939192892877466	-0.14941792247039043	0.1046012839303887	0.7896743626847958	0.1266016156370363	0.5251714850798898	0.8733983843629637	0.21032563731520415	0.47482851492011025	0.5	0.3757535626094994	0.6242464373905006	0.5631130290407116	0.4581379891609161	0.6019314490287507	-0.11184752737552031	0.21810779011244624	1.1060234770615023	0.5052408631771111	0.46893931680719536	0.07718753814697266	0.16717195510864258	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.119093894958496	0.9371693134307861	4.291534423828125e-06	1.430511474609375e-06	DeepWalk SkipGram	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.5385229536774192	0.45732472530537116	-0.08535054938925768	0.18885430633810155	-0.15191866793643483	0.10427339280268667	0.7883015412646178	0.12634790934612453	0.5256777769698461	0.8736520906538755	0.21169845873538218	0.4743222230301539	0.5	0.37375910903341125	0.6262408909665887	0.5641597810591867	0.45732472530537116	0.596829613691502	-0.11386984574881498	0.2173101056680101	1.1082714480709193	0.5014475231945343	0.46694835793286826	0.07718753814697266	0.16717195510864258	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.119093894958496	0.9371693134307861	4.291534423828125e-06	1.430511474609375e-06	DeepWalk SkipGram	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5492121790995247	0.45860162493299167	-0.08279675013401666	0.19095418051237764	-0.147263315074745	0.10555519293948108	0.7894202732391137	0.12778297662686966	0.5249142066992668	0.8722170233731303	0.21057972676088632	0.4750857933007332	0.5	0.3776508916245218	0.6223491083754782	0.5621187817293943	0.45860162493299167	0.6068151886813277	-0.11042157353592921	0.21967556773017058	1.1048829792453756	0.50536963372804	0.46907629271264367	0.09244656562805176	0.19922494888305664	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.0920586585998535	0.9313921928405762	3.814697265625e-06	1.430511474609375e-06	DeepWalk SkipGram	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.547309054314685	0.4582717478201052	-0.08345650435978946	0.1910608534509534	-0.1480912400896548	0.1056203874052062	0.7885943629501553	0.12794913269005523	0.5251277343405605	0.8720508673099447	0.21140563704984472	0.4748722656594395	0.5	0.3770364942509057	0.6229635057490943	0.5624405794930689	0.45827174782010527	0.605230468191762	-0.11117183647034398	0.21963946009745694	1.1058294457591304	0.5029535647149088	0.46805113961740497	0.09244656562805176	0.19922494888305664	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.0920586585998535	0.9313921928405762	3.814697265625e-06	1.430511474609375e-06	DeepWalk SkipGram	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5492121790995247	0.45860162493299167	-0.08279675013401666	0.19095418051237764	-0.147263315074745	0.10555519293948108	0.7894202732391137	0.12778297662686966	0.5249142066992668	0.8722170233731303	0.21057972676088632	0.4750857933007332	0.5	0.3776508916245218	0.6223491083754782	0.5621187817293943	0.45860162493299167	0.6068151886813277	-0.11042157353592921	0.21967556773017058	1.1048829792453756	0.5053696282124962	0.46907629178399246	0.09652113914489746	0.18062257766723633	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.0920586585998535	0.9313921928405762	3.814697265625e-06	1.430511474609375e-06	DeepWalk SkipGram	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.547309054314685	0.4582717478201052	-0.08345650435978946	0.1910608534509534	-0.1480912400896548	0.1056203874052062	0.7885943629501553	0.12794913269005523	0.5251277343405605	0.8720508673099447	0.21140563704984472	0.4748722656594395	0.5	0.3770364942509057	0.6229635057490943	0.5624405794930689	0.45827174782010527	0.605230468191762	-0.11117183647034398	0.21963946009745694	1.1058294457591304	0.5029535529787735	0.468051134915926	0.09652113914489746	0.18062257766723633	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.0920586585998535	0.9313921928405762	3.814697265625e-06	1.430511474609375e-06	DeepWalk SkipGram	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5446814371923827	0.4585400392289315	-0.08291992154213701	0.187894673856339	-0.14920611641211856	0.10368860526236487	0.7918039111182724	0.12527616733959054	0.5248780501409849	0.8747238326604094	0.20819608888172758	0.4751219498590151	0.5	0.3756719337288663	0.6243280662711337	0.5631558378696389	0.4585400392289315	0.6017220016594916	-0.11123020932507424	0.21693948472927888	1.104722798634612	0.5047813700716423	0.4687444666168931	0.0995488166809082	0.19849157333374023	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	7.149434566497803	0.9506762027740479	5.0067901611328125e-06	1.1920928955078125e-06	DeepWalk SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.5437878336685028	0.4584739342220239	-0.08305213155595215	0.1875423851438872	-0.14959314672755109	0.10347408050078777	0.7919455444624166	0.12500232398163125	0.5249115058436118	0.8749976760183688	0.2080544555375834	0.4750884941563882	0.5	0.37531835911606065	0.6246816408839393	0.5633412957902715	0.4584739342220239	0.6008154146886345	-0.1114631315811889	0.2166002472816687	1.1048710130850337	0.5037985207287836	0.4684431382836837	0.0995488166809082	0.19849157333374023	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	7.149434566497803	0.9506762027740479	5.0067901611328125e-06	1.1920928955078125e-06	DeepWalk SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5446814371923827	0.4585400392289315	-0.08291992154213701	0.187894673856339	-0.14920611641211856	0.10368860526236487	0.7918039111182724	0.12527616733959054	0.5248780501409849	0.8747238326604094	0.20819608888172758	0.4751219498590151	0.5	0.3756719337288663	0.6243280662711337	0.5631558378696389	0.4585400392289315	0.6017220016594916	-0.11123020932507424	0.21693948472927888	1.104722798634612	0.5047813602497617	0.4687444619885025	0.09869194030761719	0.17719149589538574	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	7.149434566497803	0.9506762027740479	5.0067901611328125e-06	1.1920928955078125e-06	DeepWalk SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.5437878336685028	0.4584739342220239	-0.08305213155595215	0.1875423851438872	-0.14959314672755109	0.10347408050078777	0.7919455444624166	0.12500232398163125	0.5249115058436118	0.8749976760183688	0.2080544555375834	0.4750884941563882	0.5	0.37531835911606065	0.6246816408839393	0.5633412957902715	0.4584739342220239	0.6008154146886345	-0.1114631315811889	0.2166002472816687	1.1048710130850337	0.5037985428238272	0.46844314953585947	0.09869194030761719	0.17719149589538574	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	7.149434566497803	0.9506762027740479	5.0067901611328125e-06	1.1920928955078125e-06	DeepWalk SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.1288612562635842	1.0	True	False	0.5557635867366859	0.4601633454284041	-0.07967330914319182	0.18848936362233654	-0.14441389796047988	0.10405092845562532	0.7949389720532596	0.12538771880354857	0.5238606957971823	0.8746122811964514	0.20506102794674042	0.4761393042028177	0.5	0.37944679783670243	0.6205532021632976	0.5611790319620173	0.4601633454284041	0.6114653772052433	-0.10726571277336797	0.21812374558505862	1.1002256927187788	0.5046605385016661	0.4690374880195914	0.09138655662536621	0.1878185272216797	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.085289478302002	0.9236130714416504	4.0531158447265625e-06	1.430511474609375e-06	DeepWalk SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.1288612562635842	1.0	True	False	0.560220395267718	0.46070030862476063	-0.07859938275047873	0.1892147323074128	-0.1425137740090241	0.10449319181203728	0.7955430680275903	0.12585754922193096	0.5235371816624191	0.8741424507780691	0.20445693197240966	0.47646281833758086	0.5	0.38102340765339504	0.618976592346605	0.5603550972245306	0.46070030862476063	0.6155699785171126	-0.1058371138615869	0.2189855526820092	1.0987996576292873	0.5038868858614479	0.4690892842368255	0.09138655662536621	0.1878185272216797	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.3126602172851562e-05	2.384185791015625e-06	1.9073486328125e-06	6.085289478302002	0.9236130714416504	4.0531158447265625e-06	1.430511474609375e-06	DeepWalk SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
