	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	false_discovery_rate	negative_predictive_value	positive_likelyhood_ratio	negative_likelyhood_ratio	false_omission_rate	diagnostic_odds_ratio	matthews_correlation_coefficient	threat_score	markedness	informedness	accuracy	precision	fall_out	prevalence_threshold	prevalence	recall	miss_rate	f1_score	specificity	fowlkes_mallows_index	balanced_accuracy	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')
0	train	0.007185042262073829	1.0	True	False	0.03181818181818186	0.5298723897911832	30.42857142857182	0.8872468527640941	0.4701276102088167	34.295496607033144	0.23652238596692857	0.11569799022270505	0.49805420797300126	0.1123227917121048	0.5561613958560524	0.9681818181818181	0.003816793893129722	0.1534634424884246	0.5	0.11613958560523446	0.8838604143947655	0.2074001947419669	0.9961832061068703	0.3353270569968353	0.5561613958560524	0.9943227494948799	0.9895802281612536	3.7649571895599365	0.0036590099334716797	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18748950958251953	1.0251998901367188e-05	2.86102294921875e-06	1.6689300537109375e-06		210	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.06315789473684208	0.5368234250221828	14.833333333333286	0.8628099173553719	0.4631765749778172	17.191890166028042	0.25366136883404516	0.14424635332252836	0.47366553028534075	0.1358428805237315	0.5679214402618658	0.9368421052631579	0.009819967266775809	0.2061257833323218	0.5	0.14566284779050737	0.8543371522094927	0.2521246458923513	0.9901800327332242	0.36940910787727727	0.5679214402618658	0.9847035125267531	0.9750861575220021	3.7649571895599365	0.0036590099334716797	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18748950958251953	1.0251998901367188e-05	2.86102294921875e-06	1.6689300537109375e-06		210	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.0016273393002440573	0.7511275112751128	613.500000000008	0.3313318777292576	0.24887248872488724	1851.6177924217707	0.7075452945757915	0.6683006535947712	0.7495001719748688	0.66793893129771	0.833969465648855	0.9983726606997559	0.0010905125408942062	0.03880641984163514	0.5	0.6690294438386042	0.3309705561613958	0.801175318315377	0.9989094874591058	0.8172763950657239	0.833969465648855	0.9983066284610692	0.9967288149933637	3.8106627464294434	0.0035576820373535156	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18748950958251953	1.0251998901367188e-05	2.86102294921875e-06	1.6689300537109375e-06		210	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.008333333333333304	0.5535390199637024	119.0000000000023	0.8065573770491803	0.44646098003629764	147.54065040650693	0.32448945426410186	0.19444444444444445	0.5452056866303692	0.19312602291325698	0.5965630114566285	0.9916666666666667	0.0016366612111292644	0.0839721365647087	0.5	0.19476268412438624	0.8052373158756138	0.32558139534883723	0.9983633387888707	0.4394765770284954	0.5965630114566285	0.9480259615719447	0.9432154137426038	3.8106627464294434	0.0035576820373535156	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18748950958251953	1.0251998901367188e-05	2.86102294921875e-06	1.6689300537109375e-06		210	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.028473804100227817	0.9330543933054394	34.120000000000026	0.0717488789237668	0.06694560669456066	475.54750000000047	0.9037621162518322	0.9055201698513801	0.9045805892052114	0.9029443838604143	0.9514721919302072	0.9715261958997722	0.02726281352235549	0.14617248631051002	0.5	0.9302071973827699	0.06979280261723009	0.9504178272980501	0.9727371864776445	0.9506422354765598	0.9514721919302072	0.9876040416749416	0.9641540404527442	3.8155384063720703	0.0035626888275146484	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.024778761061946875	0.908675799086758	39.35714285714286	0.10050251256281405	0.091324200913242	391.60357142857157	0.8813884945153483	0.8816	0.883897038024811	0.878887070376432	0.939443535188216	0.9752212389380531	0.022913256955810146	0.1374848790506256	0.5	0.9018003273322422	0.09819967266775775	0.9370748299319728	0.9770867430441899	0.9377925316911471	0.939443535188216	0.9813806348959743	0.954665698427805	3.8155384063720703	0.0035626888275146484	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.06302521008403361	0.5303206997084549	14.866666666666656	0.88565145684442	0.4696793002915452	16.786136974963778	0.2302119144197984	0.12060573282855598	0.46729548962442125	0.113413304252999	0.5567066521264995	0.9369747899159664	0.008178844056706658	0.20594218732540878	0.5	0.12159214830970556	0.8784078516902945	0.21525096525096524	0.9918211559432933	0.3375333725987956	0.5567066521264995	0.9881480344016867	0.9787856409668203	3.826852321624756	0.004034280776977539	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.052631578947368474	0.5296684118673647	18.000000000000046	0.8879736408566721	0.47033158813263526	20.270871985157754	0.23041450103882025	0.11707317073170732	0.4770368329199961	0.1112929623567922	0.5556464811783961	0.9473684210526315	0.006546644844517169	0.19074356983054597	0.5	0.11783960720130933	0.8821603927986906	0.2096069868995633	0.9934533551554828	0.33412201755012605	0.5556464811783961	0.9904566043699657	0.9818139141919963	3.826852321624756	0.004034280776977539	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.06302521008403361	0.5303206997084549	14.866666666666656	0.88565145684442	0.4696793002915452	16.786136974963778	0.2302119144197984	0.12060573282855598	0.46729548962442125	0.113413304252999	0.5567066521264995	0.9369747899159664	0.008178844056706658	0.20594218732540878	0.5	0.12159214830970556	0.8784078516902945	0.21525096525096524	0.9918211559432933	0.3375333725987956	0.5567066521264995	0.9874342065361777	0.9608133413547926	3.78422212600708	0.0033719539642333984	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.052631578947368474	0.5296684118673647	18.000000000000046	0.8879736408566721	0.47033158813263526	20.270871985157754	0.23041450103882025	0.11707317073170732	0.4770368329199961	0.1112929623567922	0.5556464811783961	0.9473684210526315	0.006546644844517169	0.19074356983054597	0.5	0.11783960720130933	0.8821603927986906	0.2096069868995633	0.9934533551554828	0.33412201755012605	0.5556464811783961	0.9897005526075415	0.9634758800386202	3.78422212600708	0.0033719539642333984	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.06302521008403361	0.5303206997084549	14.866666666666656	0.88565145684442	0.4696793002915452	16.786136974963778	0.2302119144197984	0.12060573282855598	0.46729548962442125	0.113413304252999	0.5567066521264995	0.9369747899159664	0.008178844056706658	0.20594218732540878	0.5	0.12159214830970556	0.8784078516902945	0.21525096525096524	0.9918211559432933	0.3375333725987956	0.5567066521264995	0.9881536088591955	0.9788810650638949	3.8088150024414062	0.004779338836669922	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.052631578947368474	0.5296684118673647	18.000000000000046	0.8879736408566721	0.47033158813263526	20.270871985157754	0.23041450103882025	0.11707317073170732	0.4770368329199961	0.1112929623567922	0.5556464811783961	0.9473684210526315	0.006546644844517169	0.19074356983054597	0.5	0.11783960720130933	0.8821603927986906	0.2096069868995633	0.9934533551554828	0.33412201755012605	0.5556464811783961	0.9904559347049858	0.9818076496959339	3.8088150024414062	0.004779338836669922	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.0024330900243308973	0.7519507186858316	410.0000000000053	0.32987438558164933	0.24804928131416837	1242.8973509933937	0.7081308934445899	0.6695699510070767	0.7495176286615006	0.6690294438386042	0.8345147219193021	0.9975669099756691	0.0016357688113413094	0.047062241396861784	0.5	0.6706652126499455	0.3293347873500545	0.8020867297032931	0.9983642311886587	0.8179446337077964	0.8345147219193021	0.9982612152138987	0.9976880245459402	3.697117567062378	0.0033693313598632812	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.007633587786259555	0.5591200733272228	130.00000000000253	0.7885245901639344	0.44087992667277726	164.86486486486808	0.3412256637120832	0.21241830065359477	0.5514864855409631	0.21112929623567922	0.6055646481178396	0.9923664122137404	0.0016366612111292644	0.08063375388365338	0.5	0.2127659574468085	0.7872340425531915	0.3504043126684636	0.9983633387888707	0.4595016755494051	0.6055646481178396	0.9499037021758755	0.9446724608574575	3.697117567062378	0.0033693313598632812	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18691539764404297	1.1444091796875e-05	2.86102294921875e-06	1.9073486328125e-06		252	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.029076396807297566	0.9315569487983281	33.39215686274513	0.0734716769489624	0.06844305120167189	454.490196078432	0.9016215465725235	0.903448275862069	0.9024805519910304	0.9007633587786259	0.950381679389313	0.9709236031927024	0.027808069792802592	0.14752320241395875	0.5	0.9285714285714286	0.0714285714285714	0.9492753623188406	0.9721919302071974	0.9495114097525983	0.950381679389313	0.9896723140628549	0.9702252906614431	3.8018832206726074	0.0034189224243164062	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.02631578947368418	0.9141104294478528	37.00000000000005	0.09395973154362415	0.08588957055214724	393.78571428571485	0.8857935918569737	0.8865814696485623	0.8877946399741687	0.8837970540098201	0.94189852700491	0.9736842105263158	0.02454991816693941	0.14118784806383936	0.5	0.9083469721767594	0.09165302782324058	0.9398814563928873	0.9754500818330606	0.9404483529082803	0.9418985270049101	0.9831639527377244	0.9711069003182123	3.8018832206726074	0.0034189224243164062	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.05777777777777782	0.5288992158001743	16.30769230769226	0.8907193849533224	0.4711007841998257	18.308451104998525	0.2260962222739037	0.11478072550081213	0.4711214380223965	0.10850599781897485	0.5542529989094874	0.9422222222222222	0.007088331515812452	0.19848049745541102	0.5	0.11559432933478735	0.8844056706652127	0.20592520641087908	0.9929116684841875	0.3300235534959751	0.5542529989094874	0.990534868454695	0.9818169291536497	3.754716157913208	0.003649473190307617	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.07526881720430112	0.5349867139061115	12.285714285714288	0.869205298013245	0.4650132860938884	14.134421768707487	0.2438027758617814	0.13915857605177995	0.4597178967018105	0.12929623567921444	0.5646481178396072	0.9247311827956989	0.011456628477905073	0.2219707378831721	0.5	0.1407528641571195	0.8592471358428805	0.24431818181818182	0.9885433715220949	0.36077494723704895	0.5646481178396072	0.9832295799057648	0.9713931188445915	3.754716157913208	0.003649473190307617	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.05777777777777782	0.5288992158001743	16.30769230769226	0.8907193849533224	0.4711007841998257	18.308451104998525	0.2260962222739037	0.11478072550081213	0.4711214380223965	0.10850599781897485	0.5542529989094874	0.9422222222222222	0.007088331515812452	0.19848049745541102	0.5	0.11559432933478735	0.8844056706652127	0.20592520641087908	0.9929116684841875	0.3300235534959751	0.5542529989094874	0.9898050604776611	0.963021135184817	3.714712381362915	0.003528118133544922	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.07526881720430112	0.5349867139061115	12.285714285714288	0.869205298013245	0.4650132860938884	14.134421768707487	0.2438027758617814	0.13915857605177995	0.4597178967018105	0.12929623567921444	0.5646481178396072	0.9247311827956989	0.011456628477905073	0.2219707378831721	0.5	0.1407528641571195	0.8592471358428805	0.24431818181818182	0.9885433715220949	0.36077494723704895	0.5646481178396072	0.9817302000155362	0.9434257860525698	3.714712381362915	0.003528118133544922	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.05777777777777782	0.5288992158001743	16.30769230769226	0.8907193849533224	0.4711007841998257	18.308451104998525	0.2260962222739037	0.11478072550081213	0.4711214380223965	0.10850599781897485	0.5542529989094874	0.9422222222222222	0.007088331515812452	0.19848049745541102	0.5	0.11559432933478735	0.8844056706652127	0.20592520641087908	0.9929116684841875	0.3300235534959751	0.5542529989094874	0.9905354630634959	0.9818216759881929	3.8375768661499023	0.003926753997802734	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.07526881720430112	0.5349867139061115	12.285714285714288	0.869205298013245	0.4650132860938884	14.134421768707487	0.2438027758617814	0.13915857605177995	0.4597178967018105	0.12929623567921444	0.5646481178396072	0.9247311827956989	0.011456628477905073	0.2219707378831721	0.5	0.1407528641571195	0.8592471358428805	0.24431818181818182	0.9885433715220949	0.36077494723704895	0.5646481178396072	0.983273108129465	0.9717636257039088	3.8375768661499023	0.003926753997802734	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.0008278145695364003	0.7451219512195122	1207.0000000000155	0.34206219312602293	0.2548780487804878	3528.598086124447	0.6995943398490967	0.6577656675749319	0.7442941366499758	0.6575790621592148	0.8287895310796074	0.9991721854304636	0.0005452562704471031	0.02797836279608641	0.5	0.6581243184296619	0.3418756815703381	0.7935568704799474	0.9994547437295529	0.8109127656723006	0.8287895310796074	0.9990948567527937	0.9985544539708052	3.819859504699707	0.0035321712493896484	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.0	0.5529411764705883	inf	0.8085106382978724	0.4470588235294118	inf	0.3253956867279843	0.19148936170212766	0.5529411764705883	0.1914893617021276	0.5957446808510638	1.0	0.0	0.0	0.5	0.19148936170212766	0.8085106382978724	0.32142857142857145	1.0	0.4375949744936837	0.5957446808510638	0.9586803314038053	0.9542857284303474	3.819859504699707	0.0035321712493896484	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18915867805480957	1.1444091796875e-05	3.0994415283203125e-06	1.6689300537109375e-06		294	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.02758620689655178	0.9263485477178424	35.25000000000001	0.07950727883538634	0.07365145228215768	443.35563380281695	0.8975810483996025	0.8990435706695006	0.8987623408212906	0.8964013086150491	0.9482006543075245	0.9724137931034482	0.026172300981461283	0.14415097937281632	0.5	0.9225736095965104	0.07742639040348964	0.9468382764409625	0.9738276990185387	0.9471659322024216	0.9482006543075245	0.9884768530685977	0.9685384250331801	3.802788019180298	0.0034089088439941406	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18859219551086426	1.049041748046875e-05	2.86102294921875e-06	2.1457672119140625e-06		336	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.03146853146853146	0.9123076923076923	30.777777777777796	0.09612141652613825	0.0876923076923077	320.19688109161825	0.8790429535892861	0.8807631160572337	0.8808391608391608	0.8772504091653028	0.9386252045826514	0.9685314685314685	0.029459901800327315	0.15272369750477502	0.5	0.9067103109656302	0.09328968903436985	0.9366018596787827	0.9705400981996727	0.9371112361999329	0.9386252045826514	0.9833742275414455	0.9573061790197585	3.802788019180298	0.0034089088439941406	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18859219551086426	1.049041748046875e-05	2.86102294921875e-06	2.1457672119140625e-06		336	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
