	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	balanced_accuracy	negative_predictive_value	prevalence	miss_rate	markedness	false_omission_rate	f1_score	matthews_correlation_coefficient	fall_out	prevalence_threshold	false_discovery_rate	specificity	informedness	diagnostic_odds_ratio	accuracy	positive_likelyhood_ratio	fowlkes_mallows_index	recall	negative_likelyhood_ratio	threat_score	precision	auroc	auprc	time_required_for_training	time_required_for_evaluation	time	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
0	train	0.007185042262073829	1.0	True	False	0.6425845147219194	0.6348633316142341	0.5	0.386041439476554	0.28610682496299056	0.36513666838576586	0.6320516418748245	0.2856375423363572	0.3287895310796074	0.4225644619337271	0.34875650665124347	0.6712104689203926	0.2851690294438387	3.246727754822872	0.6425845147219194	1.8673300165837479	0.6323262747400767	0.613958560523446	0.5751421608448416	0.4620434961017645	0.6512434933487565	0.6871471740027518	0.6159874160284312	4.204090595245361	0.0063250064849853516	1689629295.6549244	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.3173999786376953	2.1325032711029053	5.245208740234375e-06	2.1457672119140625e-06	2.86102294921875e-06	First-order LINE	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6178396072013094	0.608433734939759	0.5	0.42553191489361697	0.23746599300427507	0.39156626506024095	0.6005132591958939	0.23657091680632542	0.3387888707037643	0.43437239148399204	0.3709677419354839	0.6612111292962357	0.23567921440261874	2.634782608695653	0.6178396072013094	1.6956521739130437	0.6011313972506067	0.574468085106383	0.6435643564356435	0.4290953545232274	0.6290322580645161	0.656871700225811	0.5978223241429995	4.204090595245361	0.0063250064849853516	1689629295.6549244	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.3173999786376953	2.1325032711029053	5.245208740234375e-06	2.1457672119140625e-06	2.86102294921875e-06	First-order LINE	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.7088331515812432	0.7496740547588006	0.5	0.20937840785169026	0.4291492187700472	0.2503259452411995	0.7308467741935484	0.42336883176345746	0.3729552889858233	0.40716913885361605	0.3205248359887535	0.6270447110141767	0.4176663031624863	6.348608065302146	0.7088331515812432	2.119883040935673	0.7329445654316604	0.7906215921483097	0.3339130434782608	0.5758538522637013	0.6794751640112465	0.7943280861088681	0.8083895380255366	4.214958667755127	0.004178524017333984	1689629300.1138742	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.3173999786376953	2.1325032711029053	5.245208740234375e-06	2.1457672119140625e-06	2.86102294921875e-06	First-order LINE	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6890343698854338	0.7158878504672896	0.5	0.24877250409165308	0.3840101212096476	0.2841121495327103	0.7072419106317411	0.3810278501435158	0.3731587561374795	0.4134182406969945	0.3318777292576419	0.6268412438625205	0.3780687397708675	5.072628116343489	0.6890343698854338	2.013157894736842	0.7084573525699203	0.7512274959083469	0.39686684073107054	0.5470798569725864	0.6681222707423581	0.7502256770982613	0.7873325942459619	4.214958667755127	0.004178524017333984	1689629300.1138742	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.3173999786376953	2.1325032711029053	5.245208740234375e-06	2.1457672119140625e-06	2.86102294921875e-06	First-order LINE	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6444929116684842	0.6420150053590568	0.5	0.36423118865866955	0.28907382888846866	0.3579849946409432	0.6413641364136413	0.2890298227631606	0.346782988004362	0.42480768092719207	0.3529411764705882	0.653217011995638	0.28898582333696843	3.2879241516966076	0.6444929116684842	1.8333333333333335	0.6413889764434791	0.6357688113413305	0.5575959933222036	0.4720647773279352	0.6470588235294118	0.6840849386779944	0.619994632911775	4.294740438461304	0.006945133209228516	1689629307.1906507	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.433443307876587	2.2444581985473633	8.344650268554688e-06	2.384185791015625e-06	3.0994415283203125e-06	First-order LINE	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.5842880523731587	0.5816164817749604	0.5	0.43207855973813425	0.16875692170727863	0.4183835182250396	0.5773710482529119	0.16866648899645797	0.3993453355155483	0.4560938094456747	0.4128595600676819	0.6006546644844517	0.16857610474631746	1.9769777694982609	0.5842880523731587	1.4221311475409835	0.5774509886408955	0.5679214402618658	0.7193460490463216	0.4058479532163743	0.5871404399323181	0.6029127747970245	0.5518201918052056	4.294740438461304	0.006945133209228516	1689629307.1906507	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.433443307876587	2.2444581985473633	8.344650268554688e-06	2.384185791015625e-06	3.0994415283203125e-06	First-order LINE	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.7025627044711014	0.7407647440051848	0.5	0.21810250817884402	0.4155882734169496	0.2592352559948153	0.7244253599393786	0.41032349338007157	0.37677208287895314	0.4097396872594723	0.3251764705882353	0.6232279171210469	0.4051254089422027	5.930036179450073	0.7025627044711014	2.0752532561505066	0.7263902704944215	0.781897491821156	0.34995625546806647	0.5679207920792079	0.6748235294117647	0.781959925745253	0.7910559210226159	4.2444422245025635	0.009586572647094727	1689629311.6796408	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.433443307876587	2.2444581985473633	8.344650268554688e-06	2.384185791015625e-06	3.0994415283203125e-06	First-order LINE	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6661211129296236	0.6869244935543278	0.5	0.2782324058919804	0.3364090296368021	0.31307550644567217	0.6837209302325581	0.33431913616435505	0.3895253682487725	0.42350847798705293	0.35051546391752575	0.6104746317512275	0.33224222585924723	4.065570934256055	0.6661211129296236	1.8529411764705883	0.6846728350231304	0.7217675941080196	0.45576407506702415	0.519434628975265	0.6494845360824743	0.7269936596119694	0.7745346011698879	4.2444422245025635	0.009586572647094727	1689629311.6796408	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.433443307876587	2.2444581985473633	8.344650268554688e-06	2.384185791015625e-06	3.0994415283203125e-06	First-order LINE	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6235005452562705	0.6239737274220033	0.5	0.3745910577971646	0.24700468885600646	0.3760262725779967	0.6242176870748299	0.24700288967772116	0.37840785169029445	0.43752408041320945	0.37696903856599673	0.6215921483097055	0.24700109051254104	2.742534261228497	0.6235005452562704	1.6527377521613833	0.6242188194455975	0.6254089422028354	0.6026315789473683	0.4537183544303797	0.6230309614340033	0.659228209668577	0.5937400602949695	4.218470573425293	0.006318569183349609	1689629318.891473	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.523479700088501	2.3211240768432617	3.0994415283203125e-05	4.0531158447265625e-06	8.106231689453125e-06	First-order LINE	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6014729950900164	0.5948012232415902	0.5	0.4337152209492635	0.203956152819055	0.40519877675840976	0.5869380831212893	0.20345044454896916	0.3633387888707038	0.4447562822617186	0.39084507042253525	0.6366612111292962	0.2029459901800328	2.2878463369029403	0.6014729950900164	1.5585585585585584	0.5873288386444527	0.5662847790507365	0.6812339331619538	0.41536614645858344	0.6091549295774648	0.6296297288392563	0.5703962073541412	4.218470573425293	0.006318569183349609	1689629318.891473	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.523479700088501	2.3211240768432617	3.0994415283203125e-05	4.0531158447265625e-06	8.106231689453125e-06	First-order LINE	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6908396946564885	0.7320954907161803	0.5	0.22028353326063255	0.3941325277532175	0.26790450928381965	0.7160741111667501	0.38785598164941065	0.3980370774263904	0.41673463680774214	0.3379629629629629	0.6019629225736096	0.38167938931297707	5.353044893530448	0.6908396946564885	1.9589041095890412	0.7184714186167174	0.7797164667393675	0.3659420289855073	0.5577223088923557	0.6620370370370371	0.777649978177857	0.7933873051410673	4.265644550323486	0.0049533843994140625	1689629323.3954053	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.523479700088501	2.3211240768432617	3.0994415283203125e-05	4.0531158447265625e-06	8.106231689453125e-06	First-order LINE	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6563011456628478	0.6819047619047619	0.5	0.2733224222585925	0.3189205438272871	0.3180952380952381	0.6788990825688074	0.3157456139857636	0.4140752864157119	0.43015530599034607	0.36298421807747494	0.5859247135842881	0.3126022913256956	3.7620884712787865	0.6563011456628478	1.7549407114624507	0.6803712849544057	0.7266775777414075	0.4664804469273743	0.5138888888888888	0.6370157819225251	0.7218934911242604	0.7677613221006694	4.265644550323486	0.0049533843994140625	1689629323.3954053	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.523479700088501	2.3211240768432617	3.0994415283203125e-05	4.0531158447265625e-06	8.106231689453125e-06	First-order LINE	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.623773173391494	0.6239082969432315	0.5	0.37568157033805893	0.24754664116981084	0.37609170305676853	0.6239782016348774	0.2475464939763557	0.37677208287895314	0.4372057879451608	0.3763616557734205	0.6232279171210469	0.24754634678298792	2.7488715582263343	0.623773173391494	1.6570188133140373	0.6239782942895619	0.6243184296619411	0.6027996500437446	0.4534653465346535	0.6236383442265795	0.6622457006810649	0.6043383945355852	4.411306142807007	0.004254817962646484	1689629330.6540709	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.479875326156616	2.2944369316101074	5.4836273193359375e-06	1.6689300537109375e-06	2.86102294921875e-06	First-order LINE	210		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6055646481178396	0.5947136563876652	0.5	0.45171849427168576	0.2139373162767595	0.4052863436123348	0.5815972222222222	0.21252866871098153	0.337152209492635	0.4395158505143601	0.3807763401109058	0.662847790507365	0.21112929623567922	2.3862916842549597	0.6055646481178396	1.6262135922330097	0.5826739059084336	0.5482815057283142	0.6814814814814815	0.41003671970624234	0.6192236598890942	0.6511206173775383	0.606730479074978	4.411306142807007	0.004254817962646484	1689629330.6540709	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.479875326156616	2.2944369316101074	5.4836273193359375e-06	1.6689300537109375e-06	2.86102294921875e-06	First-order LINE	210		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6995637949836423	0.7401574803149606	0.5	0.2159214830970556	0.4108664355388414	0.25984251968503935	0.7229763700351935	0.4049544791887928	0.3849509269356598	0.4120016832333214	0.32929104477611937	0.6150490730643402	0.3991275899672846	5.8018714052708384	0.6995637949836423	2.036827195467422	0.7251816895685271	0.7840785169029444	0.35106382978723405	0.5661417322834645	0.6707089552238806	0.7879928266394256	0.7983615186546018	4.2373504638671875	0.0060176849365234375	1689629335.125257	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.479875326156616	2.2944369316101074	5.4836273193359375e-06	1.6689300537109375e-06	2.86102294921875e-06	First-order LINE	210		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6653027823240589	0.6877323420074349	0.5	0.27495908346972175	0.3353931607208853	0.31226765799256506	0.6841698841698842	0.33299075854931054	0.3944353518821604	0.4244855385291997	0.35233918128654973	0.6055646481178396	0.33060556464811786	4.048360007903577	0.6653027823240589	1.8381742738589213	0.6852595082162307	0.7250409165302782	0.454054054054054	0.5199530516431925	0.6476608187134503	0.7410700174916492	0.7830543614258	4.2373504638671875	0.0060176849365234375	1689629335.125257	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.479875326156616	2.2944369316101074	5.4836273193359375e-06	1.6689300537109375e-06	2.86102294921875e-06	First-order LINE	210		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6205016357688113	0.6185622317596566	0.5	0.3876772082878953	0.24106777499690724	0.38143776824034337	0.617372182517867	0.24103552110954554	0.371319520174482	0.437799298302143	0.3774944567627494	0.628680479825518	0.2410032715376227	2.6741905570322455	0.6205016357688113	1.6490455212922173	0.6173931746393813	0.6123227917121047	0.616652211621856	0.44652087475149105	0.6225055432372506	0.6612886778159781	0.5972253830863771	4.315806865692139	0.004750728607177734	1689629342.304168	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.519329309463501	2.3132951259613037	8.58306884765625e-06	2.86102294921875e-06	3.5762786865234375e-06	First-order LINE	252		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.5916530278232406	0.5835820895522388	0.5	0.45662847790507366	0.18503136491455763	0.4164179104477612	0.5709372312983663	0.18416668991262308	0.36006546644844517	0.44874227594412397	0.39855072463768115	0.6399345335515548	0.18330605564648117	2.1148908439231016	0.5916530278232406	1.509090909090909	0.5716733404808324	0.5433715220949263	0.7135549872122763	0.39951865222623345	0.6014492753623188	0.6266028431296391	0.5780718279728001	4.315806865692139	0.004750728607177734	1689629342.304168	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.519329309463501	2.3132951259613037	8.58306884765625e-06	2.86102294921875e-06	3.5762786865234375e-06	First-order LINE	252		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.7039258451472192	0.747682119205298	0.5	0.20774263904034895	0.4209907382970497	0.25231788079470197	0.7279559118236473	0.4143691400342878	0.3844056706652127	0.41057377517840093	0.32669138090824834	0.6155943293347873	0.40785169029443846	6.107246700545409	0.7039258451472192	2.060992907801418	0.730365463088869	0.792257360959651	0.337466784765279	0.5722725482473415	0.6733086190917517	0.7819605203540538	0.7895972856647551	4.412511587142944	0.0048999786376953125	1689629346.9652514	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.519329309463501	2.3132951259613037	8.58306884765625e-06	2.86102294921875e-06	3.5762786865234375e-06	First-order LINE	252		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6685761047463175	0.6914498141263941	0.5	0.2716857610474632	0.34203460944803155	0.30855018587360594	0.6872586872586872	0.33958463495622754	0.39116202945990175	0.4229181705606403	0.3494152046783626	0.6088379705400983	0.3371522094926349	4.172505923274689	0.6685761047463176	1.8619246861924688	0.688353230600954	0.7283142389525368	0.446236559139785	0.5235294117647059	0.6505847953216374	0.7253328904615599	0.77248874485433	4.412511587142944	0.0048999786376953125	1689629346.9652514	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.519329309463501	2.3132951259613037	8.58306884765625e-06	2.86102294921875e-06	3.5762786865234375e-06	First-order LINE	252		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.633587786259542	0.6327193932827735	0.5	0.3696837513631407	0.2671870112849688	0.36728060671722645	0.6323851203501094	0.26718129184081085	0.36314067611777534	0.4315044433435672	0.3655323819978046	0.6368593238822247	0.2671755725190841	2.990176016724689	0.6335877862595419	1.7357357357357357	0.6323885268256435	0.6303162486368593	0.5804794520547946	0.4624	0.6344676180021954	0.6662148630794315	0.6096926257547338	4.31598973274231	0.004409313201904297	1689629354.1630254	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.4928407669067383	2.2781670093536377	9.059906005859375e-06	2.384185791015625e-06	2.86102294921875e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.5720130932896891	0.5691823899371069	0.5	0.4484451718494271	0.14426771416918882	0.4308176100628931	0.5630743525480367	0.14414689978737658	0.4075286415711947	0.46224325888745627	0.4249146757679181	0.5924713584288053	0.14402618657937816	1.788086653182072	0.5720130932896891	1.353413654618474	0.5631972009684907	0.5515548281505729	0.7569060773480661	0.3918604651162791	0.5750853242320819	0.6136622370560456	0.567830506604315	4.31598973274231	0.004409313201904297	1689629354.1630254	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.4928407669067383	2.2781670093536377	9.059906005859375e-06	2.384185791015625e-06	2.86102294921875e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6949291166848419	0.735973597359736	0.5	0.21810250817884402	0.4020209731144968	0.264026402640264	0.7193378480060195	0.3958928975821351	0.39203925845147214	0.4145515425944316	0.3339526242452392	0.6079607415485279	0.38985823336968384	5.5594923504867895	0.6949291166848419	1.9944367176634217	0.7216514203801656	0.781897491821156	0.358744394618834	0.5616921269095182	0.6660473757547608	0.7862717314651517	0.8071716583954405	4.401201486587524	0.005911111831665039	1689629358.7975116	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.4928407669067383	2.2781670093536377	9.059906005859375e-06	2.384185791015625e-06	2.86102294921875e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
